val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.331666,0.300405,0.316035,5.035280,0.300405,0.000020,7.787714,9.000000,
0.477805,0.525548,0.501677,2.162470,0.525548,0.000018,4.315281,18.000000,
0.778320,0.752995,0.765657,0.922072,0.752995,0.000016,1.670139,27.000000,
0.812613,0.823456,0.818034,0.835270,0.823456,0.000014,0.854918,36.000000,
0.824106,0.834267,0.829186,0.746914,0.834267,0.000012,0.913250,45.000000,
0.819574,0.843668,0.831621,0.817820,0.843668,0.000010,0.779471,54.000000,
0.841520,0.851640,0.846580,0.700723,0.851640,0.000008,0.831670,63.000000,
0.852145,0.860275,0.856210,0.640286,0.860275,0.000006,0.594421,72.000000,
0.847901,0.862259,0.855080,0.688398,0.862259,0.000003,0.563792,81.000000,
0.847393,0.864825,0.856109,0.689480,0.864825,0.000001,0.480175,90.000000,
0.847232,0.864829,0.856030,0.690893,0.864829,0.000000,0.537111,96.000000,
