val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.284072,0.601838,0.284072,0.000020,0.633463,9.000000,
0.416088,0.563444,0.416088,0.000018,0.560237,18.000000,
0.293009,0.650961,0.416088,0.000016,0.538983,27.000000,
0.427432,0.523365,0.427432,0.000014,0.509188,36.000000,
0.433146,0.616458,0.433146,0.000012,0.330535,45.000000,
0.433259,0.604725,0.433259,0.000010,0.298157,54.000000,
0.408618,0.643492,0.433259,0.000008,0.286848,63.000000,
0.388321,0.893745,0.433259,0.000006,0.147319,72.000000,
0.448990,0.850361,0.448990,0.000003,0.130014,81.000000,
0.445560,0.813166,0.448990,0.000001,0.120263,90.000000,
0.449828,0.818775,0.449828,0.000000,0.152143,96.000000,
