val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.773142,0.000000,0.000020,0.735347,9.000000,
0.244806,0.630039,0.244806,0.000018,0.583696,18.000000,
0.406639,0.542985,0.406639,0.000016,0.551645,27.000000,
0.446763,0.568948,0.446763,0.000014,0.477648,36.000000,
0.362858,0.777697,0.446763,0.000012,0.351036,45.000000,
0.459119,0.568166,0.459119,0.000010,0.409677,54.000000,
0.418259,0.644188,0.459119,0.000008,0.287957,63.000000,
0.401154,0.763104,0.459119,0.000006,0.268648,72.000000,
0.459577,0.653854,0.459577,0.000003,0.176567,81.000000,
0.453157,0.687248,0.459577,0.000001,0.179237,90.000000,
0.458158,0.717475,0.459577,0.000000,0.179638,96.000000,
