val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.348735,0.513175,0.430955,2.148948,0.513175,0.000020,1.914951,1.000000,
0.335093,0.424243,0.379668,2.085150,0.513175,0.000018,2.363432,2.000000,
0.401041,0.378731,0.389886,1.944982,0.513175,0.000016,2.521320,3.000000,
0.400178,0.335559,0.367869,1.921621,0.513175,0.000015,0.765078,4.000000,
0.440466,0.441404,0.440935,1.749771,0.513175,0.000013,1.869893,5.000000,
0.393016,0.382293,0.387654,1.852456,0.513175,0.000011,1.326965,6.000000,
0.494488,0.604287,0.549387,1.745701,0.604287,0.000009,2.014177,7.000000,
0.565324,0.709445,0.637384,1.609626,0.709445,0.000007,0.705165,8.000000,
0.565324,0.709445,0.637384,1.609626,0.709445,0.000005,1.257492,9.000000,
0.605055,0.732761,0.668908,1.494457,0.732761,0.000004,1.004849,10.000000,
0.620936,0.732920,0.676928,1.439930,0.732920,0.000002,1.004158,11.000000,
0.628052,0.734154,0.681103,1.417277,0.734154,0.000000,1.590159,12.000000,
