val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.478261,0.675067,0.478261,0.000020,0.720889,1.000000,
0.471014,0.902957,0.478261,0.000018,0.720724,2.000000,
0.543478,0.718203,0.543478,0.000016,0.851003,3.000000,
0.557971,0.624863,0.557971,0.000015,0.659549,4.000000,
0.528986,0.615973,0.557971,0.000013,0.611199,5.000000,
0.528986,0.611559,0.557971,0.000011,0.625403,6.000000,
0.579710,0.614567,0.579710,0.000009,0.590512,7.000000,
0.644928,0.619291,0.644928,0.000007,0.453110,8.000000,
0.659420,0.621746,0.659420,0.000005,0.465425,9.000000,
0.630435,0.632922,0.659420,0.000004,0.509976,10.000000,
0.630435,0.640802,0.659420,0.000002,0.446498,11.000000,
0.637681,0.639852,0.659420,0.000000,0.561816,12.000000,
