val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.096227,0.100561,0.098394,6.512106,0.100561,0.000020,9.496235,1.000000,
0.096227,0.100561,0.098394,6.512106,0.100561,0.000018,7.744993,2.000000,
0.096227,0.100561,0.098394,6.512106,0.100561,0.000016,6.094941,3.000000,
0.369396,0.356257,0.362827,2.273531,0.356257,0.000015,4.632462,4.000000,
0.596222,0.587572,0.591897,2.031741,0.587572,0.000013,1.995415,5.000000,
0.708449,0.721662,0.715055,2.902374,0.721662,0.000011,0.916523,6.000000,
0.767408,0.778431,0.772919,2.939923,0.778431,0.000009,1.720662,7.000000,
0.797676,0.802936,0.800306,2.519360,0.802936,0.000007,0.770631,8.000000,
0.809723,0.811529,0.810626,1.983358,0.811529,0.000005,1.362843,9.000000,
0.807324,0.809290,0.808307,1.584641,0.811529,0.000004,1.685829,10.000000,
0.803424,0.806434,0.804929,1.425852,0.811529,0.000002,0.912291,11.000000,
0.800763,0.804740,0.802752,1.349425,0.811529,0.000000,0.557849,12.000000,
