val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.792019,0.471014,0.000020,0.751106,9.000000,
0.471014,0.724779,0.471014,0.000018,0.732025,18.000000,
0.594203,0.698788,0.594203,0.000016,0.676106,27.000000,
0.608696,0.674644,0.608696,0.000014,0.668621,36.000000,
0.608696,0.651553,0.608696,0.000012,0.660244,45.000000,
0.601449,0.619844,0.608696,0.000010,0.633405,54.000000,
0.594203,0.657449,0.608696,0.000008,0.575273,63.000000,
0.601449,0.670172,0.608696,0.000006,0.533871,72.000000,
0.630435,0.616345,0.630435,0.000003,0.528180,81.000000,
0.586957,0.688216,0.630435,0.000001,0.485744,90.000000,
0.615942,0.709232,0.630435,0.000000,0.492990,96.000000,
