val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
-0.157661,-0.158401,-0.158031,5.827065,-0.158401,0.000020,9.259275,1.000000,
-0.157661,-0.158401,-0.158031,5.827065,-0.158401,0.000018,9.148291,2.000000,
-0.157661,-0.158401,-0.158031,5.827065,-0.158401,0.000016,6.730071,3.000000,
0.405942,0.351363,0.378652,2.065166,0.351363,0.000015,11.139508,4.000000,
0.571708,0.562218,0.566963,2.348314,0.562218,0.000013,2.882463,5.000000,
0.704185,0.755896,0.730041,3.008679,0.755896,0.000011,2.272192,6.000000,
0.767310,0.797901,0.782606,2.847826,0.797901,0.000009,2.170461,7.000000,
0.782859,0.789342,0.786101,2.426645,0.797901,0.000007,3.296021,8.000000,
0.773975,0.768640,0.771307,1.990929,0.797901,0.000005,1.861565,9.000000,
0.761185,0.752579,0.756882,1.676435,0.797901,0.000004,1.629766,10.000000,
0.753472,0.744271,0.748872,1.521365,0.797901,0.000002,1.174989,11.000000,
0.752523,0.743218,0.747871,1.481787,0.797901,0.000000,2.483088,12.000000,
