val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.446967,0.511154,0.479061,5.234023,0.511154,0.000020,7.753394,1.000000,
0.446967,0.511154,0.479061,5.234023,0.511154,0.000018,5.889965,2.000000,
0.369416,0.054392,0.211904,5.123489,0.511154,0.000016,4.735876,3.000000,
0.322702,-0.155896,0.083403,5.064011,0.511154,0.000015,3.099117,4.000000,
0.309199,-0.161282,0.073959,4.996915,0.511154,0.000013,4.150720,5.000000,
0.309199,-0.161282,0.073959,4.996915,0.511154,0.000011,6.235116,6.000000,
0.306275,-0.072440,0.116918,4.934144,0.511154,0.000009,7.247967,7.000000,
0.309059,0.029635,0.169347,4.864998,0.511154,0.000007,5.087049,8.000000,
0.331224,0.134019,0.232621,4.792796,0.511154,0.000005,5.084285,9.000000,
0.347100,0.214085,0.280592,4.749968,0.511154,0.000004,5.109039,10.000000,
0.350446,0.239402,0.294924,4.723516,0.511154,0.000002,6.687737,11.000000,
0.352401,0.251978,0.302190,4.710317,0.511154,0.000000,1.424647,12.000000,
