val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.500000,0.661123,0.500000,0.000020,0.686851,1.000000,
0.471014,1.621030,0.500000,0.000018,0.739188,2.000000,
0.471014,1.693601,0.500000,0.000016,1.379775,3.000000,
0.471014,1.357849,0.500000,0.000015,2.666242,4.000000,
0.471014,0.924230,0.500000,0.000013,0.956112,5.000000,
0.608696,0.666651,0.608696,0.000011,0.540175,6.000000,
0.536232,0.606659,0.608696,0.000009,0.607020,7.000000,
0.528986,0.640774,0.608696,0.000007,0.562446,8.000000,
0.528986,0.656058,0.608696,0.000005,0.630480,9.000000,
0.528986,0.650634,0.608696,0.000004,0.618161,10.000000,
0.528986,0.637782,0.608696,0.000002,0.790090,11.000000,
0.528986,0.629164,0.608696,0.000000,0.907373,12.000000,
