val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.644131,0.528986,0.000020,0.766763,1.000000,
0.528986,0.649222,0.528986,0.000018,0.761550,2.000000,
0.528986,0.666181,0.528986,0.000016,0.733949,3.000000,
0.456522,0.731032,0.528986,0.000015,0.726729,4.000000,
0.471014,0.718159,0.528986,0.000013,0.707915,5.000000,
0.471014,0.708560,0.528986,0.000011,0.679854,6.000000,
0.471014,0.712150,0.528986,0.000009,0.684593,7.000000,
0.471014,0.721328,0.528986,0.000007,0.680934,8.000000,
0.471014,0.722242,0.528986,0.000005,0.656032,9.000000,
0.565217,0.700573,0.565217,0.000004,0.615421,10.000000,
0.514493,0.684765,0.565217,0.000002,0.644809,11.000000,
0.514493,0.676120,0.565217,0.000000,0.637576,12.000000,
