val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.096227,0.100561,0.098394,6.512106,0.100561,0.000020,9.354822,1.000000,
0.096227,0.100561,0.098394,6.512106,0.100561,0.000018,7.477088,2.000000,
0.096227,0.100561,0.098394,6.512106,0.100561,0.000016,6.497103,3.000000,
0.367897,0.351821,0.359859,2.367496,0.351821,0.000015,5.904958,4.000000,
0.503605,0.473441,0.488523,2.096294,0.473441,0.000013,3.821061,5.000000,
0.615911,0.594852,0.605382,2.215374,0.594852,0.000011,1.894237,6.000000,
0.697561,0.676243,0.686902,2.013944,0.676243,0.000009,1.775394,7.000000,
0.729544,0.710424,0.719984,1.695963,0.710424,0.000007,2.208163,8.000000,
0.733531,0.719877,0.726704,1.430380,0.719877,0.000005,1.827776,9.000000,
0.739096,0.731855,0.735476,1.321339,0.731855,0.000004,1.613256,10.000000,
0.743875,0.740453,0.742164,1.267532,0.740453,0.000002,1.089835,11.000000,
0.746265,0.744636,0.745450,1.248195,0.744636,0.000000,2.010718,12.000000,
