val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.348735,0.513175,0.430955,2.148948,0.513175,0.000020,2.012860,1.000000,
0.348735,0.513175,0.430955,2.148948,0.513175,0.000018,2.152212,2.000000,
0.276311,0.307379,0.291845,2.164281,0.513175,0.000016,2.120267,3.000000,
0.258656,0.027458,0.143057,2.176980,0.513175,0.000015,0.732235,4.000000,
0.246273,0.421327,0.333800,2.163101,0.513175,0.000013,2.181168,5.000000,
0.231240,0.431540,0.331390,2.133376,0.513175,0.000011,2.344460,6.000000,
0.230090,0.380704,0.305397,2.115508,0.513175,0.000009,1.979630,7.000000,
0.237747,0.434738,0.336242,2.092912,0.513175,0.000007,1.433520,8.000000,
0.258875,0.539268,0.399071,2.083548,0.539268,0.000005,1.817409,9.000000,
0.261116,0.492909,0.377012,2.107889,0.539268,0.000004,1.457615,10.000000,
0.287608,0.663214,0.475411,2.086153,0.663214,0.000002,2.089954,11.000000,
0.299695,0.688894,0.494294,2.074745,0.688894,0.000000,2.536829,12.000000,
