val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.063627,0.672527,-0.063627,0.000020,0.625549,9.000000,
0.000000,0.718324,0.000000,0.000018,0.640203,18.000000,
0.000000,0.661764,0.000000,0.000016,0.672255,27.000000,
0.000000,0.662979,0.000000,0.000014,0.656754,36.000000,
0.000000,0.681534,0.000000,0.000012,0.600934,45.000000,
0.000000,0.705381,0.000000,0.000010,0.594767,54.000000,
0.000000,0.661949,0.000000,0.000008,0.656594,63.000000,
0.000000,0.667155,0.000000,0.000006,0.659208,72.000000,
0.000000,0.689844,0.000000,0.000003,0.630843,81.000000,
0.000000,0.692585,0.000000,0.000001,0.607281,90.000000,
0.000000,0.687290,0.000000,0.000000,0.657924,96.000000,
