val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.844316,0.471014,0.000020,0.676047,1.000000,
0.471014,0.956936,0.471014,0.000018,0.692711,2.000000,
0.471014,0.856089,0.471014,0.000016,0.830070,3.000000,
0.478261,0.744153,0.478261,0.000015,1.083154,4.000000,
0.471014,0.715281,0.478261,0.000013,0.736755,5.000000,
0.492754,0.689454,0.492754,0.000011,0.706548,6.000000,
0.500000,0.682897,0.500000,0.000009,0.692043,7.000000,
0.528986,0.684099,0.528986,0.000007,0.632768,8.000000,
0.579710,0.707162,0.579710,0.000005,0.668775,9.000000,
0.550725,0.746201,0.579710,0.000004,0.653010,10.000000,
0.543478,0.761924,0.579710,0.000002,0.637284,11.000000,
0.521739,0.770627,0.579710,0.000000,0.674034,12.000000,
