val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.103739,0.754506,-0.103739,0.000020,0.782643,1.000000,
0.000000,0.955579,0.000000,0.000018,0.710878,2.000000,
0.000000,1.041941,0.000000,0.000016,0.809721,3.000000,
0.000000,1.009807,0.000000,0.000015,0.742385,4.000000,
0.000000,0.860587,0.000000,0.000013,0.720893,5.000000,
0.000000,0.727943,0.000000,0.000011,0.449637,6.000000,
0.166375,0.652435,0.166375,0.000009,0.515897,7.000000,
0.201427,0.642264,0.201427,0.000007,0.807608,8.000000,
0.205199,0.659933,0.205199,0.000005,0.509086,9.000000,
0.193361,0.662206,0.205199,0.000004,0.531236,10.000000,
0.188130,0.655196,0.205199,0.000002,0.563174,11.000000,
0.186759,0.651625,0.205199,0.000000,0.631119,12.000000,
