val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.004004,0.667101,0.004004,0.000020,0.604548,1.000000,
-0.050893,0.686444,0.004004,0.000018,0.587820,2.000000,
0.000000,0.733193,0.004004,0.000016,0.445555,3.000000,
0.000000,0.768229,0.004004,0.000015,0.431001,4.000000,
0.000000,0.757607,0.004004,0.000013,0.514301,5.000000,
0.004004,0.702782,0.004004,0.000011,0.350366,6.000000,
0.182969,0.625486,0.182969,0.000009,0.651148,7.000000,
0.161509,0.628769,0.182969,0.000007,0.281762,8.000000,
0.161509,0.628769,0.182969,0.000005,0.472272,9.000000,
0.161509,0.628769,0.182969,0.000004,0.436780,10.000000,
0.175004,0.624283,0.182969,0.000002,0.398477,11.000000,
0.172691,0.626004,0.182969,0.000000,0.298741,12.000000,
