val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.425659,0.460947,0.443303,3.015302,0.460947,0.000020,3.042260,1.000000,
0.425659,0.460947,0.443303,3.015302,0.460947,0.000018,3.327925,2.000000,
0.361632,-0.023515,0.169058,2.846601,0.460947,0.000016,3.841493,3.000000,
0.361632,-0.023515,0.169058,2.846601,0.460947,0.000015,3.621666,4.000000,
0.388889,0.123183,0.256036,2.617702,0.460947,0.000013,3.549029,5.000000,
0.503784,0.492894,0.498339,2.344702,0.492894,0.000011,3.142040,6.000000,
0.606977,0.645201,0.626089,2.072893,0.645201,0.000009,2.145560,7.000000,
0.618972,0.716940,0.667956,1.778446,0.716940,0.000007,2.405602,8.000000,
0.613334,0.721224,0.667279,1.568116,0.721224,0.000005,2.299922,9.000000,
0.629381,0.760978,0.695179,1.405577,0.760978,0.000004,1.148911,10.000000,
0.638980,0.777933,0.708457,1.331379,0.777933,0.000002,1.519799,11.000000,
0.639088,0.762494,0.700791,1.323103,0.777933,0.000000,1.061449,12.000000,
