val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.844316,0.471014,0.000020,0.747176,1.000000,
0.471014,0.823519,0.471014,0.000018,0.868868,2.000000,
0.471014,0.811264,0.471014,0.000016,0.674072,3.000000,
0.471014,0.806105,0.471014,0.000015,0.540800,4.000000,
0.471014,0.801168,0.471014,0.000013,0.743481,5.000000,
0.471014,0.796369,0.471014,0.000011,0.735690,6.000000,
0.471014,0.791942,0.471014,0.000009,0.760823,7.000000,
0.471014,0.788122,0.471014,0.000007,0.835685,8.000000,
0.471014,0.784945,0.471014,0.000005,0.719376,9.000000,
0.471014,0.782497,0.471014,0.000004,0.724616,10.000000,
0.471014,0.780905,0.471014,0.000002,0.718161,11.000000,
0.471014,0.780182,0.471014,0.000000,0.827378,12.000000,
