val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.557971,0.675143,0.557971,0.000020,0.733973,1.000000,
0.471014,1.494544,0.557971,0.000018,0.695741,2.000000,
0.471014,1.523510,0.557971,0.000016,0.910595,3.000000,
0.471014,1.266973,0.557971,0.000015,1.101515,4.000000,
0.471014,0.939262,0.557971,0.000013,0.543755,5.000000,
0.492754,0.723204,0.557971,0.000011,0.515944,6.000000,
0.514493,0.663590,0.557971,0.000009,0.576849,7.000000,
0.536232,0.686596,0.557971,0.000007,0.666838,8.000000,
0.536232,0.696882,0.557971,0.000005,0.631740,9.000000,
0.528986,0.692049,0.557971,0.000004,0.714779,10.000000,
0.536232,0.683615,0.557971,0.000002,0.736408,11.000000,
0.543478,0.681444,0.557971,0.000000,0.401475,12.000000,
