val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.348735,0.513175,0.430955,2.148948,0.513175,0.000020,2.283768,1.000000,
0.333919,0.655860,0.494890,2.127785,0.655860,0.000018,2.770730,2.000000,
0.335757,0.643646,0.489701,2.105423,0.655860,0.000016,2.294273,3.000000,
0.335757,0.643646,0.489701,2.105423,0.655860,0.000015,3.014669,4.000000,
0.344233,0.656273,0.500253,2.083014,0.656273,0.000013,1.867019,5.000000,
0.358569,0.658275,0.508422,2.060690,0.658275,0.000011,2.462365,6.000000,
0.365626,0.666597,0.516112,2.043154,0.666597,0.000009,2.649899,7.000000,
0.376627,0.669308,0.522967,2.026187,0.669308,0.000007,1.769615,8.000000,
0.387428,0.675127,0.531277,2.009145,0.675127,0.000005,1.390018,9.000000,
0.394897,0.674587,0.534742,1.996855,0.675127,0.000004,2.585808,10.000000,
0.400188,0.682189,0.541189,1.988195,0.682189,0.000002,2.552081,11.000000,
0.401887,0.680473,0.541180,1.984824,0.682189,0.000000,2.647945,12.000000,
