val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.652174,0.619576,0.652174,0.000020,0.695258,9.000000,
0.594203,0.602145,0.652174,0.000018,0.678721,18.000000,
0.659420,0.563359,0.659420,0.000016,0.697604,27.000000,
0.623188,0.626080,0.659420,0.000014,0.596975,36.000000,
0.615942,0.657953,0.659420,0.000012,0.497193,45.000000,
0.688406,0.561668,0.688406,0.000010,0.551193,54.000000,
0.724638,0.554034,0.724638,0.000008,0.404608,63.000000,
0.702899,0.576298,0.724638,0.000006,0.306241,72.000000,
0.695652,0.669459,0.724638,0.000003,0.303021,81.000000,
0.731884,0.620034,0.731884,0.000001,0.267315,90.000000,
0.710145,0.625372,0.731884,0.000000,0.204482,96.000000,
