val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.017420,0.688520,0.017420,0.000020,0.731385,1.000000,
0.033899,0.669367,0.033899,0.000018,0.687545,2.000000,
0.025656,0.661230,0.033899,0.000016,0.697661,3.000000,
0.025656,0.659091,0.033899,0.000015,0.694967,4.000000,
-0.029326,0.662360,0.033899,0.000013,0.600716,5.000000,
-0.029326,0.662360,0.033899,0.000011,0.614326,6.000000,
-0.029326,0.663304,0.033899,0.000009,0.574026,7.000000,
-0.029326,0.663304,0.033899,0.000007,0.629371,8.000000,
-0.029326,0.663255,0.033899,0.000005,0.571271,9.000000,
-0.029326,0.663710,0.033899,0.000004,0.527191,10.000000,
-0.029326,0.662988,0.033899,0.000002,0.658309,11.000000,
-0.029326,0.663001,0.033899,0.000000,0.378397,12.000000,
