val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.446967,0.511154,0.479061,5.234023,0.511154,0.000020,5.483535,1.000000,
0.446967,0.511154,0.479061,5.234023,0.511154,0.000018,6.938205,2.000000,
0.384829,0.141371,0.263100,5.128274,0.511154,0.000016,4.872845,3.000000,
0.384829,0.141371,0.263100,5.128274,0.511154,0.000015,7.004860,4.000000,
0.361686,-0.078495,0.141595,5.063548,0.511154,0.000013,5.608234,5.000000,
0.356640,-0.121825,0.117407,5.007474,0.511154,0.000011,6.711482,6.000000,
0.355090,-0.106912,0.124089,4.958682,0.511154,0.000009,5.257773,7.000000,
0.359846,-0.050420,0.154713,4.918546,0.511154,0.000007,7.208441,8.000000,
0.368745,0.013243,0.190994,4.884690,0.511154,0.000005,6.766773,9.000000,
0.379855,0.062184,0.221019,4.856692,0.511154,0.000004,5.248584,10.000000,
0.390134,0.126648,0.258391,4.836230,0.511154,0.000002,4.953524,11.000000,
0.393363,0.135902,0.264633,4.826411,0.511154,0.000000,5.061136,12.000000,
