val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000020,6.746419,1.000000,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000018,7.283716,2.000000,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000016,7.730532,3.000000,
0.308352,0.285740,0.297046,5.892233,0.285740,0.000015,5.334439,4.000000,
0.308352,0.285740,0.297046,5.892233,0.285740,0.000013,7.412823,5.000000,
0.297381,0.305868,0.301624,5.447957,0.305868,0.000011,6.746819,6.000000,
0.387504,0.372758,0.380131,3.803453,0.372758,0.000009,5.062812,7.000000,
0.284999,0.171841,0.228420,3.200508,0.372758,0.000007,6.088330,8.000000,
0.366253,0.394248,0.380251,2.804339,0.394248,0.000005,3.033559,9.000000,
0.368631,0.431600,0.400115,2.641087,0.431600,0.000004,3.852444,10.000000,
0.374529,0.463015,0.418772,2.546915,0.463015,0.000002,2.691881,11.000000,
0.375030,0.466842,0.420936,2.495821,0.466842,0.000000,3.367162,12.000000,
