val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.348735,0.513175,0.430955,2.148948,0.513175,0.000020,2.283768,1.000000,
0.311788,0.479829,0.395808,2.129370,0.513175,0.000018,2.770730,2.000000,
0.316374,0.580618,0.448496,2.048682,0.580618,0.000016,2.195269,3.000000,
0.316374,0.580618,0.448496,2.048682,0.580618,0.000015,2.728644,4.000000,
0.339367,0.554454,0.446911,1.962402,0.580618,0.000013,1.715490,5.000000,
0.408169,0.481209,0.444689,1.813474,0.580618,0.000011,2.305685,6.000000,
0.471746,0.767476,0.619611,1.713215,0.767476,0.000009,2.558987,7.000000,
0.522004,0.750503,0.636254,1.625599,0.767476,0.000007,1.576973,8.000000,
0.579854,0.734827,0.657341,1.516713,0.767476,0.000005,1.366199,9.000000,
0.649076,0.747496,0.698286,1.378706,0.767476,0.000004,1.834158,10.000000,
0.681963,0.723820,0.702891,1.305630,0.767476,0.000002,1.639485,11.000000,
0.681963,0.723820,0.702891,1.305630,0.767476,0.000000,1.543368,12.000000,
