val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.844316,0.471014,0.000020,0.737313,1.000000,
0.471014,0.850083,0.471014,0.000018,0.710180,2.000000,
0.471014,0.748389,0.471014,0.000016,0.773597,3.000000,
0.492754,0.701620,0.492754,0.000015,0.886184,4.000000,
0.536232,0.681136,0.536232,0.000013,0.718208,5.000000,
0.536232,0.676578,0.536232,0.000011,0.720136,6.000000,
0.536232,0.671528,0.536232,0.000009,0.723060,7.000000,
0.536232,0.668821,0.536232,0.000007,0.699421,8.000000,
0.536232,0.665723,0.536232,0.000005,0.675192,9.000000,
0.536232,0.665443,0.536232,0.000004,0.693886,10.000000,
0.528986,0.667129,0.536232,0.000002,0.697738,11.000000,
0.521739,0.671321,0.536232,0.000000,0.689352,12.000000,
