val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.103739,0.754506,-0.103739,0.000020,0.729977,1.000000,
0.000000,1.024990,0.000000,0.000018,0.694010,2.000000,
0.000000,1.152183,0.000000,0.000016,0.988062,3.000000,
0.000000,1.136456,0.000000,0.000015,0.721837,4.000000,
0.000000,0.993673,0.000000,0.000013,0.757805,5.000000,
0.000000,0.824607,0.000000,0.000011,0.791168,6.000000,
0.017358,0.711513,0.017358,0.000009,0.588931,7.000000,
0.057073,0.676541,0.057073,0.000007,0.680611,8.000000,
0.063658,0.681551,0.063658,0.000005,0.413913,9.000000,
0.048005,0.685240,0.063658,0.000004,0.466423,10.000000,
0.053677,0.684336,0.063658,0.000002,0.556511,11.000000,
0.044748,0.683994,0.063658,0.000000,0.698720,12.000000,
