val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.134353,0.654548,0.134353,0.000020,0.548438,9.000000,
0.383320,0.592519,0.383320,0.000018,0.583440,18.000000,
0.083941,0.749539,0.383320,0.000016,0.596240,27.000000,
0.065575,0.748234,0.383320,0.000014,0.631459,36.000000,
0.325339,0.570806,0.383320,0.000012,0.621252,45.000000,
0.412149,0.615241,0.412149,0.000010,0.442866,54.000000,
0.413352,0.529914,0.413352,0.000008,0.424237,63.000000,
0.441459,0.606518,0.441459,0.000006,0.302721,72.000000,
0.396351,0.788357,0.441459,0.000003,0.251020,81.000000,
0.427106,0.684062,0.441459,0.000001,0.301547,90.000000,
0.438402,0.656936,0.441459,0.000000,0.347850,96.000000,
