val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.446967,0.511154,0.479061,5.234023,0.511154,0.000020,7.910225,1.000000,
0.446967,0.511154,0.479061,5.234023,0.511154,0.000018,6.292331,2.000000,
0.446967,0.511154,0.479061,5.234023,0.511154,0.000016,8.055975,3.000000,
0.326312,-0.159152,0.083580,4.995152,0.511154,0.000015,9.458987,4.000000,
0.318628,0.071826,0.195227,4.663465,0.511154,0.000013,6.504961,5.000000,
0.179286,0.081607,0.130446,4.643244,0.511154,0.000011,6.762194,6.000000,
0.343758,0.254069,0.298914,4.026621,0.511154,0.000009,7.095585,7.000000,
0.264260,0.082666,0.173463,3.858415,0.511154,0.000007,5.370589,8.000000,
0.226560,-0.038305,0.094128,3.759237,0.511154,0.000005,6.272346,9.000000,
0.231393,-0.010311,0.110541,3.570247,0.511154,0.000004,6.246741,10.000000,
0.260305,0.072746,0.166525,3.370193,0.511154,0.000002,3.809248,11.000000,
0.285511,0.133019,0.209265,3.246527,0.511154,0.000000,4.270499,12.000000,
