val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.929282,0.471014,0.000020,0.688062,9.000000,
0.579710,0.732700,0.579710,0.000018,0.691253,18.000000,
0.601449,0.572885,0.601449,0.000016,0.673294,27.000000,
0.615942,0.618154,0.615942,0.000014,0.617371,36.000000,
0.644928,0.541030,0.644928,0.000012,0.477654,45.000000,
0.623188,0.637693,0.644928,0.000010,0.467054,54.000000,
0.688406,0.562571,0.688406,0.000008,0.455809,63.000000,
0.666667,0.570856,0.688406,0.000006,0.319405,72.000000,
0.637681,0.583699,0.688406,0.000003,0.293612,81.000000,
0.644928,0.596472,0.688406,0.000001,0.274126,90.000000,
0.644928,0.597331,0.688406,0.000000,0.280157,96.000000,
