val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.775678,0.774546,0.775112,1.756390,0.774546,0.000020,5.197631,9.000000,
0.839161,0.848243,0.843702,0.700153,0.848243,0.000018,1.237655,18.000000,
0.855785,0.853999,0.854892,0.673337,0.853999,0.000016,0.775216,27.000000,
0.848156,0.851322,0.849739,0.652955,0.853999,0.000014,0.695144,36.000000,
0.862073,0.861969,0.862021,0.633651,0.861969,0.000012,0.495953,45.000000,
0.872644,0.869931,0.871288,0.674421,0.869931,0.000010,0.539768,54.000000,
0.878027,0.876035,0.877031,0.568894,0.876035,0.000008,0.594315,63.000000,
0.880045,0.877152,0.878598,0.562231,0.877152,0.000006,0.355505,72.000000,
0.882159,0.879583,0.880871,0.550515,0.879583,0.000003,0.302975,81.000000,
0.882365,0.880179,0.881272,0.567724,0.880179,0.000001,0.349362,90.000000,
0.882115,0.880035,0.881075,0.562057,0.880179,0.000000,0.343951,96.000000,
