val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000020,5.743228,1.000000,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000018,7.798419,2.000000,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000016,7.695424,3.000000,
0.244411,0.040603,0.142507,5.920271,0.184183,0.000015,6.255700,4.000000,
0.321275,0.296864,0.309070,5.217276,0.296864,0.000013,6.906773,5.000000,
0.423308,0.426143,0.424725,3.865143,0.426143,0.000011,6.372409,6.000000,
0.385581,0.330066,0.357824,2.867967,0.426143,0.000009,4.196157,7.000000,
0.433219,0.509635,0.471427,2.611823,0.509635,0.000007,1.955333,8.000000,
0.486848,0.648215,0.567532,2.372024,0.648215,0.000005,3.326847,9.000000,
0.580714,0.718458,0.649586,2.124610,0.718458,0.000004,2.576373,10.000000,
0.656417,0.744391,0.700404,1.873422,0.744391,0.000002,2.069518,11.000000,
0.682641,0.744760,0.713700,1.726081,0.744760,0.000000,1.006871,12.000000,
