val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.003044,0.690185,-0.003044,0.000020,0.859698,9.000000,
0.000000,0.667585,0.000000,0.000018,0.621746,18.000000,
0.000000,0.627985,0.000000,0.000016,0.592226,27.000000,
0.198255,0.617076,0.198255,0.000014,0.580311,36.000000,
0.337992,0.584982,0.337992,0.000012,0.488442,45.000000,
0.357998,0.632010,0.357998,0.000010,0.477042,54.000000,
0.382059,0.623498,0.382059,0.000008,0.446224,63.000000,
0.363444,0.670609,0.382059,0.000006,0.282291,72.000000,
0.406459,0.641405,0.406459,0.000003,0.297764,81.000000,
0.382150,0.685133,0.406459,0.000001,0.302598,90.000000,
0.375924,0.698176,0.406459,0.000000,0.293589,96.000000,
