val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.017420,0.688520,0.017420,0.000020,0.717051,1.000000,
0.000000,0.664959,0.017420,0.000018,0.699767,2.000000,
0.000000,0.664870,0.017420,0.000016,0.716331,3.000000,
0.000000,0.663605,0.017420,0.000015,0.594081,4.000000,
0.000000,0.665141,0.017420,0.000013,0.548525,5.000000,
0.000000,0.665505,0.017420,0.000011,0.671665,6.000000,
0.000000,0.666335,0.017420,0.000009,0.584160,7.000000,
0.000000,0.666601,0.017420,0.000007,1.395650,8.000000,
0.000000,0.677552,0.017420,0.000005,0.518326,9.000000,
0.000000,0.686893,0.017420,0.000004,0.628600,10.000000,
0.000000,0.685405,0.017420,0.000002,0.598800,11.000000,
0.000000,0.681209,0.017420,0.000000,0.873964,12.000000,
