val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.801797,0.797839,0.799818,2.029321,0.797839,0.000020,4.750871,9.000000,
0.842107,0.846722,0.844414,0.739848,0.846722,0.000018,1.332338,18.000000,
0.860309,0.861959,0.861134,0.659625,0.861959,0.000016,0.728679,27.000000,
0.870043,0.868237,0.869140,0.655088,0.868237,0.000014,0.670994,36.000000,
0.861417,0.858402,0.859910,0.633120,0.868237,0.000012,0.553699,45.000000,
0.872408,0.869412,0.870910,0.594416,0.869412,0.000010,0.475087,54.000000,
0.876929,0.873481,0.875205,0.549251,0.873481,0.000008,0.517555,63.000000,
0.882026,0.878403,0.880214,0.678608,0.878403,0.000006,0.436268,72.000000,
0.883608,0.880507,0.882058,0.524805,0.880507,0.000003,0.380218,81.000000,
0.882765,0.879821,0.881293,0.520219,0.880507,0.000001,0.345007,90.000000,
0.882576,0.879587,0.881082,0.514096,0.880507,0.000000,0.281856,96.000000,
