val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.951030,0.000000,0.000020,0.757238,9.000000,
0.113798,0.703528,0.113798,0.000018,0.747494,18.000000,
0.474985,0.522481,0.474985,0.000016,0.601552,27.000000,
0.501919,0.503222,0.501919,0.000014,0.601149,36.000000,
0.471013,0.613218,0.501919,0.000012,0.373578,45.000000,
0.465334,0.551714,0.501919,0.000010,0.365390,54.000000,
0.398372,0.807401,0.501919,0.000008,0.347638,63.000000,
0.452675,0.643190,0.501919,0.000006,0.337830,72.000000,
0.490763,0.545057,0.501919,0.000003,0.185273,81.000000,
0.485506,0.630218,0.501919,0.000001,0.163794,90.000000,
0.486170,0.655420,0.501919,0.000000,0.227340,96.000000,
