val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.646473,0.000000,0.000020,0.817300,9.000000,
0.000000,0.651384,0.000000,0.000018,0.621868,18.000000,
-0.025656,0.795790,0.000000,0.000016,0.685255,27.000000,
0.000000,0.693358,0.000000,0.000014,0.681143,36.000000,
0.000000,0.709711,0.000000,0.000012,0.570525,45.000000,
0.000000,0.690190,0.000000,0.000010,0.631862,54.000000,
0.000000,0.661915,0.000000,0.000008,0.646323,63.000000,
0.000000,0.671350,0.000000,0.000006,0.640701,72.000000,
0.000000,0.668139,0.000000,0.000003,0.603018,81.000000,
0.000000,0.671771,0.000000,0.000001,0.587062,90.000000,
0.000000,0.673972,0.000000,0.000000,0.546231,96.000000,
