val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.348735,0.513175,0.430955,2.148948,0.513175,0.000020,2.178893,1.000000,
0.348735,0.513175,0.430955,2.148948,0.513175,0.000018,2.176677,2.000000,
0.362950,0.713245,0.538098,2.060611,0.713245,0.000016,2.768898,3.000000,
0.351912,0.688494,0.520203,2.022520,0.713245,0.000015,2.393098,4.000000,
0.448844,0.731602,0.590223,1.867476,0.731602,0.000013,2.309099,5.000000,
0.665033,0.757688,0.711361,1.713215,0.757688,0.000011,2.240748,6.000000,
0.667825,0.789759,0.728792,1.502966,0.789759,0.000009,1.691296,7.000000,
0.705111,0.798982,0.752047,1.448129,0.798982,0.000007,0.296626,8.000000,
0.727335,0.804342,0.765838,1.384754,0.804342,0.000005,1.384906,9.000000,
0.727335,0.804342,0.765838,1.384754,0.804342,0.000004,1.584741,10.000000,
0.735602,0.805893,0.770747,1.300504,0.805893,0.000002,2.188758,11.000000,
0.737036,0.807261,0.772148,1.262614,0.807261,0.000000,0.256931,12.000000,
