val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
-0.050285,-0.047580,-0.048932,7.313731,-0.047580,0.000020,7.508168,1.000000,
-0.050285,-0.047580,-0.048932,7.313731,-0.047580,0.000018,9.091096,2.000000,
-0.050285,-0.047580,-0.048932,7.313731,-0.047580,0.000016,6.948249,3.000000,
0.418695,0.383563,0.401129,2.472510,0.383563,0.000015,9.562790,4.000000,
0.569357,0.551269,0.560313,2.025018,0.551269,0.000013,3.553713,5.000000,
0.678345,0.693170,0.685757,2.634489,0.693170,0.000011,2.000040,6.000000,
0.730262,0.730392,0.730327,2.517061,0.730392,0.000009,1.962990,7.000000,
0.749273,0.736395,0.742834,2.135233,0.736395,0.000007,5.704793,8.000000,
0.751440,0.733819,0.742630,1.756315,0.736395,0.000005,1.748333,9.000000,
0.743684,0.724716,0.734200,1.497796,0.736395,0.000004,1.638538,10.000000,
0.742496,0.724908,0.733702,1.383407,0.736395,0.000002,1.326538,11.000000,
0.743681,0.726611,0.735146,1.348605,0.736395,0.000000,1.326741,12.000000,
