val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.787293,0.000000,0.000020,0.753854,9.000000,
0.248484,0.775959,0.248484,0.000018,0.588665,18.000000,
0.432130,0.552186,0.432130,0.000016,0.582913,27.000000,
0.459152,0.489594,0.459152,0.000014,0.455455,36.000000,
0.423880,0.621938,0.459152,0.000012,0.366326,45.000000,
0.457989,0.568874,0.459152,0.000010,0.357170,54.000000,
0.413090,0.807245,0.459152,0.000008,0.293884,63.000000,
0.449592,0.610077,0.459152,0.000006,0.219446,72.000000,
0.430778,0.771813,0.459152,0.000003,0.181472,81.000000,
0.435248,0.714311,0.459152,0.000001,0.213402,90.000000,
0.435248,0.712659,0.459152,0.000000,0.104535,96.000000,
