val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.025656,0.658951,0.025656,0.000020,0.629321,9.000000,
0.061986,0.640767,0.061986,0.000018,0.564958,18.000000,
0.423746,0.575091,0.423746,0.000016,0.562088,27.000000,
0.358580,0.597042,0.423746,0.000014,0.460869,36.000000,
0.376014,0.592118,0.423746,0.000012,0.448711,45.000000,
0.429554,0.576397,0.429554,0.000010,0.337231,54.000000,
0.388584,0.624668,0.429554,0.000008,0.387974,63.000000,
0.474545,0.563784,0.474545,0.000006,0.305480,72.000000,
0.453435,0.536351,0.474545,0.000003,0.275770,81.000000,
0.440989,0.616743,0.474545,0.000001,0.208631,90.000000,
0.440960,0.632951,0.474545,0.000000,0.293244,96.000000,
