val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.004004,0.667101,0.004004,0.000020,0.509864,1.000000,
-0.050893,0.659024,0.004004,0.000018,0.691257,2.000000,
-0.041514,0.663782,0.004004,0.000016,0.534270,3.000000,
-0.041514,0.667298,0.004004,0.000015,0.450955,4.000000,
-0.041514,0.664050,0.004004,0.000013,0.571003,5.000000,
0.004004,0.658282,0.004004,0.000011,0.524972,6.000000,
0.004004,0.657323,0.004004,0.000009,0.375387,7.000000,
-0.011235,0.659630,0.004004,0.000007,0.308504,8.000000,
0.019381,0.661466,0.019381,0.000005,0.479127,9.000000,
0.019381,0.662787,0.019381,0.000004,0.404674,10.000000,
0.019381,0.663176,0.019381,0.000002,0.313778,11.000000,
0.044610,0.663251,0.044610,0.000000,0.530801,12.000000,
