val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.041514,0.944924,0.041514,0.000020,0.989991,1.000000,
0.000000,0.826492,0.041514,0.000018,0.984713,2.000000,
0.000000,1.010629,0.041514,0.000016,0.681364,3.000000,
0.000000,1.059346,0.041514,0.000015,0.607488,4.000000,
0.000000,0.954091,0.041514,0.000013,1.027130,5.000000,
0.000000,0.818187,0.041514,0.000011,0.645922,6.000000,
0.000000,0.718592,0.041514,0.000009,0.448067,7.000000,
0.004004,0.658564,0.041514,0.000007,1.105278,8.000000,
0.098930,0.645319,0.098930,0.000005,0.421270,9.000000,
0.067640,0.641047,0.098930,0.000004,0.561185,10.000000,
0.134927,0.641305,0.134927,0.000002,0.489936,11.000000,
0.158713,0.641435,0.158713,0.000000,0.534458,12.000000,
