val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.029326,0.659591,-0.029326,0.000020,0.677065,9.000000,
-0.015950,0.682979,-0.015950,0.000018,0.599386,18.000000,
0.190100,0.586936,0.190100,0.000016,0.536843,27.000000,
0.280916,0.639920,0.280916,0.000014,0.539135,36.000000,
0.365230,0.595422,0.365230,0.000012,0.472714,45.000000,
0.351825,0.587109,0.365230,0.000010,0.453797,54.000000,
0.411641,0.589619,0.411641,0.000008,0.447369,63.000000,
0.375924,0.571882,0.411641,0.000006,0.332857,72.000000,
0.395336,0.600325,0.411641,0.000003,0.304014,81.000000,
0.412046,0.622243,0.412046,0.000001,0.298651,90.000000,
0.400183,0.633053,0.412046,0.000000,0.314173,96.000000,
