val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.722773,0.528986,0.000020,0.739632,9.000000,
0.536232,0.622846,0.536232,0.000018,0.711083,18.000000,
0.724638,0.589258,0.724638,0.000016,0.641103,27.000000,
0.608696,0.666998,0.724638,0.000014,0.595345,36.000000,
0.666667,0.549524,0.724638,0.000012,0.554048,45.000000,
0.659420,0.599473,0.724638,0.000010,0.452054,54.000000,
0.688406,0.617824,0.724638,0.000008,0.449920,63.000000,
0.659420,0.626504,0.724638,0.000006,0.380317,72.000000,
0.673913,0.617004,0.724638,0.000003,0.348806,81.000000,
0.652174,0.620606,0.724638,0.000001,0.334053,90.000000,
0.666667,0.622906,0.724638,0.000000,0.272210,96.000000,
