val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.050398,0.781436,-0.050398,0.000020,0.750841,1.000000,
0.000000,0.955766,0.000000,0.000018,0.777712,2.000000,
0.000000,1.126890,0.000000,0.000016,0.730930,3.000000,
0.000000,1.126890,0.000000,0.000015,1.424253,4.000000,
0.000000,1.048574,0.000000,0.000013,1.049280,5.000000,
0.000000,0.897372,0.000000,0.000011,0.735840,6.000000,
0.000000,0.762210,0.000000,0.000009,0.491610,7.000000,
0.000000,0.724918,0.000000,0.000007,0.238351,8.000000,
0.065575,0.693355,0.065575,0.000005,0.493598,9.000000,
0.036353,0.678275,0.065575,0.000004,0.394636,10.000000,
0.061986,0.665002,0.065575,0.000002,0.592339,11.000000,
0.083541,0.657437,0.083541,0.000000,0.546778,12.000000,
