val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
-0.020440,0.004308,-0.008066,10.349553,0.004308,0.000020,10.982579,1.000000,
-0.020440,0.004308,-0.008066,10.349553,0.004308,0.000018,12.088705,2.000000,
-0.020440,0.004308,-0.008066,10.349553,0.004308,0.000016,11.859581,3.000000,
0.348417,0.346658,0.347537,3.750417,0.346658,0.000015,7.928212,4.000000,
0.453518,0.425761,0.439639,1.784957,0.425761,0.000013,4.917258,5.000000,
0.563150,0.539615,0.551382,2.440692,0.539615,0.000011,1.593764,6.000000,
0.657897,0.652979,0.655438,2.846526,0.652979,0.000009,2.238609,7.000000,
0.699703,0.702933,0.701318,2.841539,0.702933,0.000007,1.357945,8.000000,
0.726006,0.730547,0.728277,2.522878,0.730547,0.000005,1.581722,9.000000,
0.735965,0.741229,0.738597,2.165742,0.741229,0.000004,2.033630,10.000000,
0.741357,0.746795,0.744076,1.912717,0.746795,0.000002,1.157353,11.000000,
0.743555,0.749516,0.746536,1.832865,0.749516,0.000000,1.218517,12.000000,
