val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.747782,0.471014,0.000020,0.734468,9.000000,
0.528986,0.649289,0.528986,0.000018,0.705704,18.000000,
0.536232,0.669335,0.536232,0.000016,0.716524,27.000000,
0.565217,0.690662,0.565217,0.000014,0.701475,36.000000,
0.615942,0.665176,0.615942,0.000012,0.688949,45.000000,
0.543478,0.622557,0.615942,0.000010,0.699356,54.000000,
0.659420,0.627054,0.659420,0.000008,0.689277,63.000000,
0.652174,0.603457,0.659420,0.000006,0.652118,72.000000,
0.673913,0.602549,0.673913,0.000003,0.644389,81.000000,
0.652174,0.592254,0.673913,0.000001,0.624888,90.000000,
0.673913,0.588929,0.673913,0.000000,0.618118,96.000000,
