,val_acc,val_loss,best_val_acc,learning_rate,loss,step,Unnamed: 6,i,filetype,seed,dataset,method,replicate,split,test_acc,test_loss,test_step,val_f1,val_acc_and_f1,Unnamed: 8,test_f1,test_acc_and_f1,val_pearson,val_spearmanr,val_corr,best_val_spearmanr,test_pearson,test_spearmanr,test_corr,val_mcc,best_val_mcc,test_mcc
0,0.528986,0.722226,0.528986,0.0,0.559178,3.0,,0,raw_log,3,RTE,reinit_debiased,0,10,,,,,,,,,,,,,,,,,,
1,,,,,,,,0,test_best_log,3,RTE,reinit_debiased,0,10,0.5252,0.7328,3.0,,,,,,,,,,,,,,,
2,,,,,,,,0,test_last_log,3,RTE,reinit_debiased,0,10,0.5252,0.7328,3.0,,,,,,,,,,,,,,,
3,0.528986,0.709873,0.528986,0.0,0.590651,3.0,,0,raw_log,0,RTE,reinit_debiased,0,10,,,,,,,,,,,,,,,,,,
4,,,,,,,,0,test_best_log,0,RTE,reinit_debiased,0,10,0.5252,0.7286,3.0,,,,,,,,,,,,,,,
5,,,,,,,,0,test_last_log,0,RTE,reinit_debiased,0,10,0.5252,0.7286,3.0,,,,,,,,,,,,,,,
6,0.528986,0.62816,0.528986,0.0,0.490528,3.0,,0,raw_log,2,RTE,reinit_debiased,0,10,,,,,,,,,,,,,,,,,,
7,,,,,,,,0,test_best_log,2,RTE,reinit_debiased,0,10,0.5252,0.6617,3.0,,,,,,,,,,,,,,,
8,,,,,,,,0,test_last_log,2,RTE,reinit_debiased,0,10,0.5252,0.6617,3.0,,,,,,,,,,,,,,,
9,0.528986,0.745606,0.528986,0.0,0.593322,3.0,,0,raw_log,4,RTE,reinit_debiased,0,10,,,,,,,,,,,,,,,,,,
10,,,,,,,,0,test_best_log,4,RTE,reinit_debiased,0,10,0.5252,0.7762,3.0,,,,,,,,,,,,,,,
11,,,,,,,,0,test_last_log,4,RTE,reinit_debiased,0,10,0.5252,0.7762,3.0,,,,,,,,,,,,,,,
12,0.528986,0.712412,0.528986,0.0,0.534592,3.0,,0,raw_log,1,RTE,reinit_debiased,0,10,,,,,,,,,,,,,,,,,,
13,,,,,,,,0,test_best_log,1,RTE,reinit_debiased,0,10,0.5252,0.7387,3.0,,,,,,,,,,,,,,,
14,,,,,,,,0,test_last_log,1,RTE,reinit_debiased,0,10,0.5252,0.7387,3.0,,,,,,,,,,,,,,,
15,0.684729,1.257012,0.684729,0.0,0.571978,3.0,,0,raw_log,3,MRPC,reinit_debiased,0,10,,,,0.812865,0.748797,,,,,,,,,,,,,
16,,,,,,,,0,test_best_log,3,MRPC,reinit_debiased,0,10,0.6829,1.303,3.0,,,,0.8116,0.7473,,,,,,,,,,
17,,,,,,,,0,test_last_log,3,MRPC,reinit_debiased,0,10,0.6829,1.303,3.0,,,,0.8116,0.7473,,,,,,,,,,
18,0.684729,1.261745,0.684729,0.0,0.587371,3.0,,0,raw_log,0,MRPC,reinit_debiased,0,10,,,,0.812865,0.748797,,,,,,,,,,,,,
19,,,,,,,,0,test_best_log,0,MRPC,reinit_debiased,0,10,0.6829,1.2837,3.0,,,,0.8116,0.7473,,,,,,,,,,
20,,,,,,,,0,test_last_log,0,MRPC,reinit_debiased,0,10,0.6829,1.2837,3.0,,,,0.8116,0.7473,,,,,,,,,,
21,0.684729,1.179708,0.684729,0.0,0.654555,3.0,,0,raw_log,2,MRPC,reinit_debiased,0,10,,,,0.812865,0.748797,,,,,,,,,,,,,
22,,,,,,,,0,test_best_log,2,MRPC,reinit_debiased,0,10,0.6829,1.1929,3.0,,,,0.8116,0.7473,,,,,,,,,,
23,,,,,,,,0,test_last_log,2,MRPC,reinit_debiased,0,10,0.6829,1.1929,3.0,,,,0.8116,0.7473,,,,,,,,,,
24,0.684729,1.258297,0.684729,0.0,0.542377,3.0,,0,raw_log,4,MRPC,reinit_debiased,0,10,,,,0.812865,0.748797,,,,,,,,,,,,,
25,,,,,,,,0,test_best_log,4,MRPC,reinit_debiased,0,10,0.6829,1.2604,3.0,,,,0.8116,0.7473,,,,,,,,,,
26,,,,,,,,0,test_last_log,4,MRPC,reinit_debiased,0,10,0.6829,1.2604,3.0,,,,0.8116,0.7473,,,,,,,,,,
27,0.684729,1.321715,0.684729,0.0,0.526533,3.0,,0,raw_log,1,MRPC,reinit_debiased,0,10,,,,0.812865,0.748797,,,,,,,,,,,,,
28,,,,,,,,0,test_best_log,1,MRPC,reinit_debiased,0,10,0.6829,1.35,3.0,,,,0.8116,0.7473,,,,,,,,,,
29,,,,,,,,0,test_last_log,1,MRPC,reinit_debiased,0,10,0.6829,1.35,3.0,,,,0.8116,0.7473,,,,,,,,,,
30,,10.349553,,0.0,13.146717,3.0,,0,raw_log,3,STS-B,reinit_debiased,0,10,,,,,,,,,-0.02044,0.004308,-0.008066,0.004308,,,,,,
31,,,,,,,,0,test_best_log,3,STS-B,reinit_debiased,0,10,,10.6354,3.0,,,,,,,,,,0.0596,0.0728,0.0662,,,
32,,,,,,,,0,test_last_log,3,STS-B,reinit_debiased,0,10,,10.6354,3.0,,,,,,,,,,0.0596,0.0728,0.0662,,,
33,,5.695974,,0.0,8.448757,3.0,,0,raw_log,0,STS-B,reinit_debiased,0,10,,,,,,,,,0.254296,0.222423,0.23836,0.222423,,,,,,
34,,,,,,,,0,test_best_log,0,STS-B,reinit_debiased,0,10,,5.9891,3.0,,,,,,,,,,0.2696,0.2407,0.2551,,,
35,,,,,,,,0,test_last_log,0,STS-B,reinit_debiased,0,10,,5.9891,3.0,,,,,,,,,,0.2696,0.2407,0.2551,,,
36,,6.512106,,0.0,8.909376,3.0,,0,raw_log,2,STS-B,reinit_debiased,0,10,,,,,,,,,0.096227,0.100561,0.098394,0.100561,,,,,,
37,,,,,,,,0,test_best_log,2,STS-B,reinit_debiased,0,10,,6.6229,3.0,,,,,,,,,,0.1024,0.1222,0.1123,,,
38,,,,,,,,0,test_last_log,2,STS-B,reinit_debiased,0,10,,6.6229,3.0,,,,,,,,,,0.1024,0.1222,0.1123,,,
39,,7.313731,,0.0,9.903438,3.0,,0,raw_log,4,STS-B,reinit_debiased,0,10,,,,,,,,,-0.050285,-0.04758,-0.048932,-0.04758,,,,,,
40,,,,,,,,0,test_best_log,4,STS-B,reinit_debiased,0,10,,7.782,3.0,,,,,,,,,,-0.1254,-0.1118,-0.1186,,,
41,,,,,,,,0,test_last_log,4,STS-B,reinit_debiased,0,10,,7.782,3.0,,,,,,,,,,-0.1254,-0.1118,-0.1186,,,
42,,5.827065,,0.0,8.735152,3.0,,0,raw_log,1,STS-B,reinit_debiased,0,10,,,,,,,,,-0.157661,-0.158401,-0.158031,-0.158401,,,,,,
43,,,,,,,,0,test_best_log,1,STS-B,reinit_debiased,0,10,,6.0497,3.0,,,,,,,,,,-0.2157,-0.2394,-0.2275,,,
44,,,,,,,,0,test_last_log,1,STS-B,reinit_debiased,0,10,,6.0497,3.0,,,,,,,,,,-0.2157,-0.2394,-0.2275,,,
45,,0.691816,,0.0,0.523489,3.0,,0,raw_log,3,CoLA,reinit_debiased,0,10,,,,,,,,,,,,,,,,0.072336,0.072336,
46,,,,,,,,0,test_best_log,3,CoLA,reinit_debiased,0,10,,0.7221,3.0,,,,,,,,,,,,,,,-0.0381
47,,,,,,,,0,test_last_log,3,CoLA,reinit_debiased,0,10,,0.7221,3.0,,,,,,,,,,,,,,,-0.0381
48,,0.670834,,0.0,0.666622,3.0,,0,raw_log,0,CoLA,reinit_debiased,0,10,,,,,,,,,,,,,,,,0.0,0.0,
49,,,,,,,,0,test_best_log,0,CoLA,reinit_debiased,0,10,,0.6801,3.0,,,,,,,,,,,,,,,0.0
50,,,,,,,,0,test_last_log,0,CoLA,reinit_debiased,0,10,,0.6801,3.0,,,,,,,,,,,,,,,0.0
51,,0.673432,,0.0,0.673435,3.0,,0,raw_log,2,CoLA,reinit_debiased,0,10,,,,,,,,,,,,,,,,0.113798,0.113798,
52,,,,,,,,0,test_best_log,2,CoLA,reinit_debiased,0,10,,0.7015,3.0,,,,,,,,,,,,,,,0.0
53,,,,,,,,0,test_last_log,2,CoLA,reinit_debiased,0,10,,0.7015,3.0,,,,,,,,,,,,,,,0.0
54,,0.656431,,0.0,0.621113,3.0,,0,raw_log,4,CoLA,reinit_debiased,0,10,,,,,,,,,,,,,,,,0.06833,0.06833,
55,,,,,,,,0,test_best_log,4,CoLA,reinit_debiased,0,10,,0.6891,3.0,,,,,,,,,,,,,,,0.0222
56,,,,,,,,0,test_last_log,4,CoLA,reinit_debiased,0,10,,0.6891,3.0,,,,,,,,,,,,,,,0.0222
57,,0.70194,,0.0,0.504927,3.0,,0,raw_log,1,CoLA,reinit_debiased,0,10,,,,,,,,,,,,,,,,0.040036,0.040036,
58,,,,,,,,0,test_best_log,1,CoLA,reinit_debiased,0,10,,0.7357,3.0,,,,,,,,,,,,,,,-0.0141
59,,,,,,,,0,test_last_log,1,CoLA,reinit_debiased,0,10,,0.7357,3.0,,,,,,,,,,,,,,,-0.0141
60,0.521739,0.639172,0.521739,0.0,0.561032,3.0,,0,raw_log,3,RTE,reinit_debiased,4,10,,,,,,,,,,,,,,,,,,
61,,,,,,,,0,test_best_log,3,RTE,reinit_debiased,4,10,0.518,0.6383,3.0,,,,,,,,,,,,,,,
62,,,,,,,,0,test_last_log,3,RTE,reinit_debiased,4,10,0.518,0.6383,3.0,,,,,,,,,,,,,,,
63,0.521739,0.699365,0.521739,0.0,0.449561,3.0,,0,raw_log,0,RTE,reinit_debiased,4,10,,,,,,,,,,,,,,,,,,
64,,,,,,,,0,test_best_log,0,RTE,reinit_debiased,4,10,0.5324,0.678,3.0,,,,,,,,,,,,,,,
65,,,,,,,,0,test_last_log,0,RTE,reinit_debiased,4,10,0.5324,0.678,3.0,,,,,,,,,,,,,,,
66,0.507246,0.648367,0.507246,0.0,0.539865,3.0,,0,raw_log,2,RTE,reinit_debiased,4,10,,,,,,,,,,,,,,,,,,
67,,,,,,,,0,test_best_log,2,RTE,reinit_debiased,4,10,0.518,0.6671,3.0,,,,,,,,,,,,,,,
68,,,,,,,,0,test_last_log,2,RTE,reinit_debiased,4,10,0.518,0.6671,3.0,,,,,,,,,,,,,,,
69,0.565217,0.653979,0.565217,0.0,0.552652,3.0,,0,raw_log,4,RTE,reinit_debiased,4,10,,,,,,,,,,,,,,,,,,
70,,,,,,,,0,test_best_log,4,RTE,reinit_debiased,4,10,0.5468,0.6468,3.0,,,,,,,,,,,,,,,
71,,,,,,,,0,test_last_log,4,RTE,reinit_debiased,4,10,0.5468,0.6468,3.0,,,,,,,,,,,,,,,
72,0.528986,0.666672,0.528986,0.0,0.467099,3.0,,0,raw_log,1,RTE,reinit_debiased,4,10,,,,,,,,,,,,,,,,,,
73,,,,,,,,0,test_best_log,1,RTE,reinit_debiased,4,10,0.518,0.6634,3.0,,,,,,,,,,,,,,,
74,,,,,,,,0,test_last_log,1,RTE,reinit_debiased,4,10,0.518,0.6634,3.0,,,,,,,,,,,,,,,
75,0.684729,0.805358,0.684729,0.0,0.546833,3.0,,0,raw_log,3,MRPC,reinit_debiased,4,10,,,,0.812865,0.748797,,,,,,,,,,,,,
76,,,,,,,,0,test_best_log,3,MRPC,reinit_debiased,4,10,0.6829,0.8553,3.0,,,,0.8116,0.7473,,,,,,,,,,
77,,,,,,,,0,test_last_log,3,MRPC,reinit_debiased,4,10,0.6829,0.8553,3.0,,,,0.8116,0.7473,,,,,,,,,,
78,0.684729,0.9514,0.684729,0.0,0.628927,3.0,,0,raw_log,0,MRPC,reinit_debiased,4,10,,,,0.812865,0.748797,,,,,,,,,,,,,
79,,,,,,,,0,test_best_log,0,MRPC,reinit_debiased,4,10,0.6829,0.9491,3.0,,,,0.8116,0.7473,,,,,,,,,,
80,,,,,,,,0,test_last_log,0,MRPC,reinit_debiased,4,10,0.6829,0.9491,3.0,,,,0.8116,0.7473,,,,,,,,,,
81,0.684729,0.908802,0.684729,0.0,0.745459,3.0,,0,raw_log,2,MRPC,reinit_debiased,4,10,,,,0.812865,0.748797,,,,,,,,,,,,,
82,,,,,,,,0,test_best_log,2,MRPC,reinit_debiased,4,10,0.6829,0.928,3.0,,,,0.8116,0.7473,,,,,,,,,,
83,,,,,,,,0,test_last_log,2,MRPC,reinit_debiased,4,10,0.6829,0.928,3.0,,,,0.8116,0.7473,,,,,,,,,,
84,0.684729,0.736297,0.684729,0.0,0.580804,3.0,,0,raw_log,4,MRPC,reinit_debiased,4,10,,,,0.811765,0.748247,,,,,,,,,,,,,
85,,,,,,,,0,test_best_log,4,MRPC,reinit_debiased,4,10,0.6829,0.7407,3.0,,,,0.8116,0.7473,,,,,,,,,,
86,,,,,,,,0,test_last_log,4,MRPC,reinit_debiased,4,10,0.6829,0.7407,3.0,,,,0.8116,0.7473,,,,,,,,,,
87,0.684729,0.801605,0.684729,0.0,0.683139,3.0,,0,raw_log,1,MRPC,reinit_debiased,4,10,,,,0.812865,0.748797,,,,,,,,,,,,,
88,,,,,,,,0,test_best_log,1,MRPC,reinit_debiased,4,10,0.6829,0.8091,3.0,,,,0.8116,0.7473,,,,,,,,,,
89,,,,,,,,0,test_last_log,1,MRPC,reinit_debiased,4,10,0.6829,0.8091,3.0,,,,0.8116,0.7473,,,,,,,,,,
90,,10.349553,,0.0,9.665161,3.0,,0,raw_log,3,STS-B,reinit_debiased,4,10,,,,,,,,,-0.02044,0.004308,-0.008066,0.004308,,,,,,
91,,,,,,,,0,test_best_log,3,STS-B,reinit_debiased,4,10,,10.6354,3.0,,,,,,,,,,0.0596,0.0728,0.0662,,,
92,,,,,,,,0,test_last_log,3,STS-B,reinit_debiased,4,10,,10.6354,3.0,,,,,,,,,,0.0596,0.0728,0.0662,,,
93,,5.695974,,0.0,5.246962,3.0,,0,raw_log,0,STS-B,reinit_debiased,4,10,,,,,,,,,0.254296,0.222423,0.23836,0.222423,,,,,,
94,,,,,,,,0,test_best_log,0,STS-B,reinit_debiased,4,10,,5.9891,3.0,,,,,,,,,,0.2696,0.2407,0.2551,,,
95,,,,,,,,0,test_last_log,0,STS-B,reinit_debiased,4,10,,5.9891,3.0,,,,,,,,,,0.2696,0.2407,0.2551,,,
96,,6.512106,,0.0,5.752906,3.0,,0,raw_log,2,STS-B,reinit_debiased,4,10,,,,,,,,,0.096227,0.100561,0.098394,0.100561,,,,,,
97,,,,,,,,0,test_best_log,2,STS-B,reinit_debiased,4,10,,6.6229,3.0,,,,,,,,,,0.1024,0.1222,0.1123,,,
98,,,,,,,,0,test_last_log,2,STS-B,reinit_debiased,4,10,,6.6229,3.0,,,,,,,,,,0.1024,0.1222,0.1123,,,
99,,7.313731,,0.0,6.628753,3.0,,0,raw_log,4,STS-B,reinit_debiased,4,10,,,,,,,,,-0.050285,-0.04758,-0.048932,-0.04758,,,,,,
100,,,,,,,,0,test_best_log,4,STS-B,reinit_debiased,4,10,,7.782,3.0,,,,,,,,,,-0.1254,-0.1118,-0.1186,,,
101,,,,,,,,0,test_last_log,4,STS-B,reinit_debiased,4,10,,7.782,3.0,,,,,,,,,,-0.1254,-0.1118,-0.1186,,,
102,,5.827065,,0.0,5.735332,3.0,,0,raw_log,1,STS-B,reinit_debiased,4,10,,,,,,,,,-0.157661,-0.158401,-0.158031,-0.158401,,,,,,
103,,,,,,,,0,test_best_log,1,STS-B,reinit_debiased,4,10,,6.0497,3.0,,,,,,,,,,-0.2157,-0.2394,-0.2275,,,
104,,,,,,,,0,test_last_log,1,STS-B,reinit_debiased,4,10,,6.0497,3.0,,,,,,,,,,-0.2157,-0.2394,-0.2275,,,
105,,1.25671,,0.0,0.457872,3.0,,0,raw_log,3,CoLA,reinit_debiased,4,10,,,,,,,,,,,,,,,,0.0,0.0,
106,,,,,,,,0,test_best_log,3,CoLA,reinit_debiased,4,10,,1.2548,3.0,,,,,,,,,,,,,,,0.0
107,,,,,,,,0,test_last_log,3,CoLA,reinit_debiased,4,10,,1.2548,3.0,,,,,,,,,,,,,,,0.0
108,,1.211152,,0.0,0.503958,3.0,,0,raw_log,0,CoLA,reinit_debiased,4,10,,,,,,,,,,,,,,,,0.0,0.0,
109,,,,,,,,0,test_best_log,0,CoLA,reinit_debiased,4,10,,1.1721,3.0,,,,,,,,,,,,,,,0.0
110,,,,,,,,0,test_last_log,0,CoLA,reinit_debiased,4,10,,1.1721,3.0,,,,,,,,,,,,,,,0.0
111,,1.220006,,0.0,0.586527,3.0,,0,raw_log,2,CoLA,reinit_debiased,4,10,,,,,,,,,,,,,,,,0.0,0.0,
112,,,,,,,,0,test_best_log,2,CoLA,reinit_debiased,4,10,,1.1967,3.0,,,,,,,,,,,,,,,0.0
113,,,,,,,,0,test_last_log,2,CoLA,reinit_debiased,4,10,,1.1967,3.0,,,,,,,,,,,,,,,0.0
114,,1.212595,,0.0,0.451248,3.0,,0,raw_log,4,CoLA,reinit_debiased,4,10,,,,,,,,,,,,,,,,0.0,0.0,
115,,,,,,,,0,test_best_log,4,CoLA,reinit_debiased,4,10,,1.2099,3.0,,,,,,,,,,,,,,,0.0
116,,,,,,,,0,test_last_log,4,CoLA,reinit_debiased,4,10,,1.2099,3.0,,,,,,,,,,,,,,,0.0
117,,1.291235,,0.0,0.416211,3.0,,0,raw_log,1,CoLA,reinit_debiased,4,10,,,,,,,,,,,,,,,,0.0,0.0,
118,,,,,,,,0,test_best_log,1,CoLA,reinit_debiased,4,10,,1.2653,3.0,,,,,,,,,,,,,,,0.0
119,,,,,,,,0,test_last_log,1,CoLA,reinit_debiased,4,10,,1.2653,3.0,,,,,,,,,,,,,,,0.0
120,0.471014,1.761953,0.471014,0.0,0.570415,3.0,,0,raw_log,3,RTE,reinit_debiased,3,10,,,,,,,,,,,,,,,,,,
121,,,,,,,,0,test_best_log,3,RTE,reinit_debiased,3,10,0.4748,1.7207,3.0,,,,,,,,,,,,,,,
122,,,,,,,,0,test_last_log,3,RTE,reinit_debiased,3,10,0.4748,1.7207,3.0,,,,,,,,,,,,,,,
123,0.471014,1.818438,0.471014,0.0,0.57343,3.0,,0,raw_log,0,RTE,reinit_debiased,3,10,,,,,,,,,,,,,,,,,,
124,,,,,,,,0,test_best_log,0,RTE,reinit_debiased,3,10,0.4748,1.7702,3.0,,,,,,,,,,,,,,,
125,,,,,,,,0,test_last_log,0,RTE,reinit_debiased,3,10,0.4748,1.7702,3.0,,,,,,,,,,,,,,,
126,0.471014,1.684678,0.471014,0.0,0.671642,3.0,,0,raw_log,2,RTE,reinit_debiased,3,10,,,,,,,,,,,,,,,,,,
127,,,,,,,,0,test_best_log,2,RTE,reinit_debiased,3,10,0.4748,1.6848,3.0,,,,,,,,,,,,,,,
128,,,,,,,,0,test_last_log,2,RTE,reinit_debiased,3,10,0.4748,1.6848,3.0,,,,,,,,,,,,,,,
129,0.471014,1.826981,0.471014,0.0,0.574044,3.0,,0,raw_log,4,RTE,reinit_debiased,3,10,,,,,,,,,,,,,,,,,,
130,,,,,,,,0,test_best_log,4,RTE,reinit_debiased,3,10,0.4748,1.7667,3.0,,,,,,,,,,,,,,,
131,,,,,,,,0,test_last_log,4,RTE,reinit_debiased,3,10,0.4748,1.7667,3.0,,,,,,,,,,,,,,,
132,0.471014,1.776082,0.471014,0.0,0.632905,3.0,,0,raw_log,1,RTE,reinit_debiased,3,10,,,,,,,,,,,,,,,,,,
133,,,,,,,,0,test_best_log,1,RTE,reinit_debiased,3,10,0.4748,1.764,3.0,,,,,,,,,,,,,,,
134,,,,,,,,0,test_last_log,1,RTE,reinit_debiased,3,10,0.4748,1.764,3.0,,,,,,,,,,,,,,,
135,0.640394,0.670968,0.640394,0.0,0.560783,3.0,,0,raw_log,3,MRPC,reinit_debiased,3,10,,,,0.74386,0.692127,,,,,,,,,,,,,
136,,,,,,,,0,test_best_log,3,MRPC,reinit_debiased,3,10,0.639,0.6619,3.0,,,,0.7448,0.6919,,,,,,,,,,
137,,,,,,,,0,test_last_log,3,MRPC,reinit_debiased,3,10,0.639,0.6619,3.0,,,,0.7448,0.6919,,,,,,,,,,
138,0.64532,0.641905,0.64532,0.0,0.481725,3.0,,0,raw_log,0,MRPC,reinit_debiased,3,10,,,,0.735294,0.690307,,,,,,,,,,,,,
139,,,,,,,,0,test_best_log,0,MRPC,reinit_debiased,3,10,0.7024,0.575,3.0,,,,0.7766,0.7395,,,,,,,,,,
140,,,,,,,,0,test_last_log,0,MRPC,reinit_debiased,3,10,0.7024,0.575,3.0,,,,0.7766,0.7395,,,,,,,,,,
141,0.694581,0.662591,0.694581,0.0,0.721158,3.0,,0,raw_log,2,MRPC,reinit_debiased,3,10,,,,0.807453,0.751017,,,,,,,,,,,,,
142,,,,,,,,0,test_best_log,2,MRPC,reinit_debiased,3,10,0.7171,0.6442,3.0,,,,0.8221,0.7696,,,,,,,,,,
143,,,,,,,,0,test_last_log,2,MRPC,reinit_debiased,3,10,0.7171,0.6442,3.0,,,,0.8221,0.7696,,,,,,,,,,
144,0.684729,0.619205,0.684729,0.0,0.514691,3.0,,0,raw_log,4,MRPC,reinit_debiased,3,10,,,,0.77931,0.73202,,,,,,,,,,,,,
145,,,,,,,,0,test_best_log,4,MRPC,reinit_debiased,3,10,0.6927,0.5982,3.0,,,,0.7805,0.7366,,,,,,,,,,
146,,,,,,,,0,test_last_log,4,MRPC,reinit_debiased,3,10,0.6927,0.5982,3.0,,,,0.7805,0.7366,,,,,,,,,,
147,0.665025,0.633532,0.665025,0.0,0.525066,3.0,,0,raw_log,1,MRPC,reinit_debiased,3,10,,,,0.742424,0.703724,,,,,,,,,,,,,
148,,,,,,,,0,test_best_log,1,MRPC,reinit_debiased,3,10,0.6927,0.5996,3.0,,,,0.764,0.7284,,,,,,,,,,
149,,,,,,,,0,test_last_log,1,MRPC,reinit_debiased,3,10,0.6927,0.5996,3.0,,,,0.764,0.7284,,,,,,,,,,
150,,10.349553,,0.0,11.165172,3.0,,0,raw_log,3,STS-B,reinit_debiased,3,10,,,,,,,,,-0.02044,0.004308,-0.008066,0.004308,,,,,,
151,,,,,,,,0,test_best_log,3,STS-B,reinit_debiased,3,10,,10.6354,3.0,,,,,,,,,,0.0596,0.0728,0.0662,,,
152,,,,,,,,0,test_last_log,3,STS-B,reinit_debiased,3,10,,10.6354,3.0,,,,,,,,,,0.0596,0.0728,0.0662,,,
153,,5.695974,,0.0,6.701906,3.0,,0,raw_log,0,STS-B,reinit_debiased,3,10,,,,,,,,,0.254296,0.222423,0.23836,0.222423,,,,,,
154,,,,,,,,0,test_best_log,0,STS-B,reinit_debiased,3,10,,5.9891,3.0,,,,,,,,,,0.2696,0.2407,0.2551,,,
155,,,,,,,,0,test_last_log,0,STS-B,reinit_debiased,3,10,,5.9891,3.0,,,,,,,,,,0.2696,0.2407,0.2551,,,
156,,6.512106,,0.0,7.168069,3.0,,0,raw_log,2,STS-B,reinit_debiased,3,10,,,,,,,,,0.096227,0.100561,0.098394,0.100561,,,,,,
157,,,,,,,,0,test_best_log,2,STS-B,reinit_debiased,3,10,,6.6229,3.0,,,,,,,,,,0.1024,0.1222,0.1123,,,
158,,,,,,,,0,test_last_log,2,STS-B,reinit_debiased,3,10,,6.6229,3.0,,,,,,,,,,0.1024,0.1222,0.1123,,,
159,,7.313731,,0.0,8.008683,3.0,,0,raw_log,4,STS-B,reinit_debiased,3,10,,,,,,,,,-0.050285,-0.04758,-0.048932,-0.04758,,,,,,
160,,,,,,,,0,test_best_log,4,STS-B,reinit_debiased,3,10,,7.782,3.0,,,,,,,,,,-0.1254,-0.1118,-0.1186,,,
161,,,,,,,,0,test_last_log,4,STS-B,reinit_debiased,3,10,,7.782,3.0,,,,,,,,,,-0.1254,-0.1118,-0.1186,,,
162,,5.827065,,0.0,6.855918,3.0,,0,raw_log,1,STS-B,reinit_debiased,3,10,,,,,,,,,-0.157661,-0.158401,-0.158031,-0.158401,,,,,,
163,,,,,,,,0,test_best_log,1,STS-B,reinit_debiased,3,10,,6.0497,3.0,,,,,,,,,,-0.2157,-0.2394,-0.2275,,,
164,,,,,,,,0,test_last_log,1,STS-B,reinit_debiased,3,10,,6.0497,3.0,,,,,,,,,,-0.2157,-0.2394,-0.2275,,,
165,,0.696759,,0.0,0.549405,3.0,,0,raw_log,3,CoLA,reinit_debiased,3,10,,,,,,,,,,,,,,,,0.00285,0.00285,
166,,,,,,,,0,test_best_log,3,CoLA,reinit_debiased,3,10,,0.6688,3.0,,,,,,,,,,,,,,,0.0784
167,,,,,,,,0,test_last_log,3,CoLA,reinit_debiased,3,10,,0.6688,3.0,,,,,,,,,,,,,,,0.0784
168,,0.674768,,0.0,0.610568,3.0,,0,raw_log,0,CoLA,reinit_debiased,3,10,,,,,,,,,,,,,,,,0.065575,0.065575,
169,,,,,,,,0,test_best_log,0,CoLA,reinit_debiased,3,10,,0.6452,3.0,,,,,,,,,,,,,,,0.0929
170,,,,,,,,0,test_last_log,0,CoLA,reinit_debiased,3,10,,0.6452,3.0,,,,,,,,,,,,,,,0.0929
171,,0.680837,,0.0,0.64243,3.0,,0,raw_log,2,CoLA,reinit_debiased,3,10,,,,,,,,,,,,,,,,0.038856,0.038856,
172,,,,,,,,0,test_best_log,2,CoLA,reinit_debiased,3,10,,0.6755,3.0,,,,,,,,,,,,,,,-0.0404
173,,,,,,,,0,test_last_log,2,CoLA,reinit_debiased,3,10,,0.6755,3.0,,,,,,,,,,,,,,,-0.0404
174,,0.689971,,0.0,0.504266,3.0,,0,raw_log,4,CoLA,reinit_debiased,3,10,,,,,,,,,,,,,,,,0.030712,0.030712,
175,,,,,,,,0,test_best_log,4,CoLA,reinit_debiased,3,10,,0.6885,3.0,,,,,,,,,,,,,,,0.0262
176,,,,,,,,0,test_last_log,4,CoLA,reinit_debiased,3,10,,0.6885,3.0,,,,,,,,,,,,,,,0.0262
177,,0.722559,,0.0,0.502093,3.0,,0,raw_log,1,CoLA,reinit_debiased,3,10,,,,,,,,,,,,,,,,0.033408,0.033408,
178,,,,,,,,0,test_best_log,1,CoLA,reinit_debiased,3,10,,0.7164,3.0,,,,,,,,,,,,,,,-0.0016
179,,,,,,,,0,test_last_log,1,CoLA,reinit_debiased,3,10,,0.7164,3.0,,,,,,,,,,,,,,,-0.0016
180,0.601449,0.59166,0.601449,0.0,0.498062,3.0,,0,raw_log,3,RTE,reinit_debiased,1,10,,,,,,,,,,,,,,,,,,
181,,,,,,,,0,test_best_log,3,RTE,reinit_debiased,1,10,0.5468,0.6107,3.0,,,,,,,,,,,,,,,
182,,,,,,,,0,test_last_log,3,RTE,reinit_debiased,1,10,0.5468,0.6107,3.0,,,,,,,,,,,,,,,
183,0.57971,0.611489,0.57971,0.0,0.478474,3.0,,0,raw_log,0,RTE,reinit_debiased,1,10,,,,,,,,,,,,,,,,,,
184,,,,,,,,0,test_best_log,0,RTE,reinit_debiased,1,10,0.554,0.6167,3.0,,,,,,,,,,,,,,,
185,,,,,,,,0,test_last_log,0,RTE,reinit_debiased,1,10,0.554,0.6167,3.0,,,,,,,,,,,,,,,
186,0.565217,0.587136,0.565217,0.0,0.506865,3.0,,0,raw_log,2,RTE,reinit_debiased,1,10,,,,,,,,,,,,,,,,,,
187,,,,,,,,0,test_best_log,2,RTE,reinit_debiased,1,10,0.518,0.6342,3.0,,,,,,,,,,,,,,,
188,,,,,,,,0,test_last_log,2,RTE,reinit_debiased,1,10,0.518,0.6342,3.0,,,,,,,,,,,,,,,
189,0.637681,0.600607,0.637681,0.0,0.532049,3.0,,0,raw_log,4,RTE,reinit_debiased,1,10,,,,,,,,,,,,,,,,,,
190,,,,,,,,0,test_best_log,4,RTE,reinit_debiased,1,10,0.554,0.6043,3.0,,,,,,,,,,,,,,,
191,,,,,,,,0,test_last_log,4,RTE,reinit_debiased,1,10,0.554,0.6043,3.0,,,,,,,,,,,,,,,
