val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,1.120581,0.471014,0.000020,0.885195,1.000000,
0.471014,1.098804,0.471014,0.000018,0.686608,2.000000,
0.471014,1.075355,0.471014,0.000016,0.949662,3.000000,
0.471014,1.063930,0.471014,0.000015,0.876081,4.000000,
0.471014,1.052215,0.471014,0.000013,0.798004,5.000000,
0.471014,1.040417,0.471014,0.000011,0.785896,6.000000,
0.471014,1.029152,0.471014,0.000009,0.842382,7.000000,
0.471014,1.019546,0.471014,0.000007,0.919442,8.000000,
0.471014,1.010119,0.471014,0.000005,0.718858,9.000000,
0.471014,1.002331,0.471014,0.000004,0.803636,10.000000,
0.471014,0.996670,0.471014,0.000002,0.775513,11.000000,
0.471014,0.993658,0.471014,0.000000,1.459462,12.000000,
