val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,1.120581,0.471014,0.000020,0.679374,1.000000,
0.471014,1.097258,0.471014,0.000018,0.918157,2.000000,
0.471014,1.075066,0.471014,0.000016,0.940028,3.000000,
0.471014,1.061212,0.471014,0.000015,0.559029,4.000000,
0.471014,1.045270,0.471014,0.000013,0.651953,5.000000,
0.471014,1.026025,0.471014,0.000011,0.867110,6.000000,
0.471014,1.005957,0.471014,0.000009,0.793056,7.000000,
0.471014,0.987747,0.471014,0.000007,0.549983,8.000000,
0.471014,0.970848,0.471014,0.000005,0.835502,9.000000,
0.471014,0.956775,0.471014,0.000004,0.639538,10.000000,
0.471014,0.947048,0.471014,0.000002,0.811269,11.000000,
0.471014,0.942512,0.471014,0.000000,0.584341,12.000000,
