val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.550725,0.726726,0.550725,0.000020,0.715260,9.000000,
0.485507,0.708591,0.550725,0.000018,0.692141,18.000000,
0.557971,0.628715,0.557971,0.000016,0.714459,27.000000,
0.565217,0.688932,0.565217,0.000014,0.741385,36.000000,
0.528986,0.681889,0.565217,0.000012,0.717947,45.000000,
0.471014,0.749922,0.565217,0.000010,0.681906,54.000000,
0.471014,0.736291,0.565217,0.000008,0.708148,63.000000,
0.528986,0.690504,0.565217,0.000006,0.710990,72.000000,
0.471014,0.783704,0.565217,0.000003,0.696116,81.000000,
0.471014,0.735215,0.565217,0.000001,0.714492,90.000000,
0.471014,0.717066,0.565217,0.000000,0.706236,96.000000,
