val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.004004,0.667101,0.004004,0.000020,0.519343,1.000000,
0.004004,0.668738,0.004004,0.000018,0.658283,2.000000,
0.025656,0.665395,0.025656,0.000016,0.648828,3.000000,
-0.029326,0.661483,0.025656,0.000015,0.474755,4.000000,
-0.029326,0.661483,0.025656,0.000013,0.533781,5.000000,
-0.029326,0.660364,0.025656,0.000011,0.497000,6.000000,
0.058901,0.655705,0.058901,0.000009,0.523881,7.000000,
0.058901,0.655705,0.058901,0.000007,0.882079,8.000000,
0.083941,0.653199,0.083941,0.000005,0.552608,9.000000,
0.061986,0.651618,0.083941,0.000004,0.402644,10.000000,
0.051611,0.649955,0.083941,0.000002,0.523565,11.000000,
0.070735,0.648967,0.083941,0.000000,0.715140,12.000000,
