val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.645848,0.528986,0.000020,0.752038,9.000000,
0.471014,0.734128,0.528986,0.000018,0.712257,18.000000,
0.471014,0.736438,0.528986,0.000016,0.719541,27.000000,
0.594203,0.682749,0.594203,0.000014,0.725788,36.000000,
0.536232,0.700494,0.594203,0.000012,0.689650,45.000000,
0.652174,0.657814,0.652174,0.000010,0.677239,54.000000,
0.630435,0.632776,0.652174,0.000008,0.654361,63.000000,
0.673913,0.591574,0.673913,0.000006,0.605414,72.000000,
0.644928,0.584766,0.673913,0.000003,0.600688,81.000000,
0.601449,0.600078,0.673913,0.000001,0.563856,90.000000,
0.608696,0.598618,0.673913,0.000000,0.596053,96.000000,
