val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.791724,0.471014,0.000020,0.792544,1.000000,
0.471014,0.743788,0.471014,0.000018,0.674963,2.000000,
0.471014,0.714766,0.471014,0.000016,0.672407,3.000000,
0.536232,0.683815,0.536232,0.000015,0.829486,4.000000,
0.528986,0.644976,0.536232,0.000013,0.695033,5.000000,
0.550725,0.640207,0.550725,0.000011,0.682424,6.000000,
0.557971,0.642954,0.557971,0.000009,0.780795,7.000000,
0.565217,0.653332,0.565217,0.000007,0.545209,8.000000,
0.550725,0.674290,0.565217,0.000005,0.656143,9.000000,
0.471014,0.699692,0.565217,0.000004,0.597919,10.000000,
0.492754,0.714530,0.565217,0.000002,0.674611,11.000000,
0.485507,0.716757,0.565217,0.000000,0.626283,12.000000,
