val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.844316,0.471014,0.000020,0.747176,1.000000,
0.471014,0.782888,0.471014,0.000018,0.868868,2.000000,
0.471014,0.728597,0.471014,0.000016,0.664273,3.000000,
0.471014,0.747933,0.471014,0.000015,0.573586,4.000000,
0.471014,0.744817,0.471014,0.000013,0.736465,5.000000,
0.550725,0.677554,0.550725,0.000011,0.718398,6.000000,
0.536232,0.644256,0.550725,0.000009,0.693093,7.000000,
0.528986,0.651596,0.550725,0.000007,0.596404,8.000000,
0.463768,0.674162,0.550725,0.000005,0.742959,9.000000,
0.500000,0.727047,0.550725,0.000004,0.646829,10.000000,
0.485507,0.788878,0.550725,0.000002,0.645842,11.000000,
0.478261,0.818964,0.550725,0.000000,0.713937,12.000000,
