val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000020,6.259483,1.000000,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000018,8.412769,2.000000,
0.298009,0.184183,0.241096,6.311339,0.184183,0.000016,6.827813,3.000000,
0.270900,0.071630,0.171265,6.162521,0.184183,0.000015,8.873528,4.000000,
0.259516,0.080480,0.169998,6.006953,0.184183,0.000013,7.938261,5.000000,
0.259747,0.113480,0.186613,5.839880,0.184183,0.000011,5.042423,6.000000,
0.284276,0.185083,0.234679,5.635192,0.185083,0.000009,6.328852,7.000000,
0.288765,0.206113,0.247439,5.504912,0.206113,0.000007,13.078458,8.000000,
0.316681,0.259642,0.288162,5.352662,0.259642,0.000005,5.990402,9.000000,
0.341073,0.300386,0.320730,5.230641,0.300386,0.000004,7.410721,10.000000,
0.362187,0.336742,0.349464,5.135027,0.336742,0.000002,5.163690,11.000000,
0.372913,0.355523,0.364218,5.086487,0.355523,0.000000,3.913519,12.000000,
