val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.050398,0.781436,-0.050398,0.000020,0.770055,1.000000,
0.000000,0.929827,0.000000,0.000018,0.854764,2.000000,
0.000000,1.073801,0.000000,0.000016,0.811063,3.000000,
0.000000,1.079482,0.000000,0.000015,0.650712,4.000000,
0.000000,0.965432,0.000000,0.000013,0.660857,5.000000,
0.000000,0.817934,0.000000,0.000011,0.685950,6.000000,
-0.029326,0.707674,0.000000,0.000009,0.653055,7.000000,
0.098495,0.664137,0.098495,0.000007,0.700376,8.000000,
0.072969,0.663904,0.098495,0.000005,0.457460,9.000000,
0.034273,0.666014,0.098495,0.000004,0.586146,10.000000,
0.048811,0.666201,0.098495,0.000002,0.501938,11.000000,
0.048512,0.665576,0.098495,0.000000,0.553866,12.000000,
