val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.826059,0.000000,0.000020,0.829094,9.000000,
0.222797,0.670346,0.222797,0.000018,0.594409,18.000000,
0.377727,0.590913,0.377727,0.000016,0.574227,27.000000,
0.427106,0.557176,0.427106,0.000014,0.420081,36.000000,
0.423785,0.684735,0.427106,0.000012,0.294664,45.000000,
0.429502,0.797720,0.429502,0.000010,0.262315,54.000000,
0.454557,0.697083,0.454557,0.000008,0.321628,63.000000,
0.429502,0.756452,0.454557,0.000006,0.150887,72.000000,
0.439085,0.738937,0.454557,0.000003,0.125670,81.000000,
0.441582,0.827862,0.454557,0.000001,0.116052,90.000000,
0.436712,0.831416,0.454557,0.000000,0.097848,96.000000,
