val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.103739,0.754506,-0.103739,0.000020,0.744366,1.000000,
0.000000,0.994726,0.000000,0.000018,0.792125,2.000000,
0.000000,1.268473,0.000000,0.000016,0.449029,3.000000,
0.000000,1.323091,0.000000,0.000015,0.879029,4.000000,
0.000000,1.177593,0.000000,0.000013,0.994673,5.000000,
0.000000,0.969589,0.000000,0.000011,0.725407,6.000000,
0.000000,0.838232,0.000000,0.000009,0.278652,7.000000,
0.000000,0.802883,0.000000,0.000007,0.144917,8.000000,
0.000000,0.753020,0.000000,0.000005,0.488783,9.000000,
0.000000,0.722400,0.000000,0.000004,0.358356,10.000000,
0.000000,0.710519,0.000000,0.000002,0.282144,11.000000,
0.000000,0.701284,0.000000,0.000000,0.969398,12.000000,
