val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.514493,0.675264,0.514493,0.000020,0.769463,1.000000,
0.471014,1.135451,0.514493,0.000018,0.727418,2.000000,
0.471014,1.038318,0.514493,0.000016,0.814235,3.000000,
0.471014,1.020336,0.514493,0.000015,0.689446,4.000000,
0.471014,0.830170,0.514493,0.000013,0.676645,5.000000,
0.565217,0.668642,0.565217,0.000011,0.609720,6.000000,
0.507246,0.624395,0.565217,0.000009,0.575864,7.000000,
0.528986,0.640855,0.565217,0.000007,0.493738,8.000000,
0.528986,0.653658,0.565217,0.000005,0.729173,9.000000,
0.528986,0.650119,0.565217,0.000004,0.608728,10.000000,
0.521739,0.641075,0.565217,0.000002,0.681154,11.000000,
0.528986,0.635782,0.565217,0.000000,0.657690,12.000000,
