val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000020,6.582192,1.000000,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000018,5.996823,2.000000,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000016,8.382739,3.000000,
0.130833,-0.062650,0.034092,6.305686,0.137363,0.000015,12.974561,4.000000,
0.117464,-0.095797,0.010833,6.194611,0.137363,0.000013,7.687517,5.000000,
0.114353,-0.097458,0.008447,6.009093,0.137363,0.000011,8.414594,6.000000,
0.120284,-0.070753,0.024765,5.766085,0.137363,0.000009,4.694919,7.000000,
0.118015,-0.067091,0.025462,5.645197,0.137363,0.000007,6.247675,8.000000,
0.122570,-0.049321,0.036624,5.539549,0.137363,0.000005,6.592324,9.000000,
0.129031,-0.031446,0.048792,5.444914,0.137363,0.000004,5.790643,10.000000,
0.136375,-0.015222,0.060576,5.367737,0.137363,0.000002,6.192048,11.000000,
0.139699,-0.007505,0.066097,5.333888,0.137363,0.000000,7.370702,12.000000,
