val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
-0.157661,-0.158401,-0.158031,5.827065,-0.158401,0.000020,6.113145,1.000000,
-0.157661,-0.158401,-0.158031,5.827065,-0.158401,0.000018,6.226194,2.000000,
-0.157661,-0.158401,-0.158031,5.827065,-0.158401,0.000016,7.710400,3.000000,
0.332158,0.277860,0.305009,2.078301,0.277860,0.000015,13.071951,4.000000,
0.561146,0.540181,0.550663,2.253332,0.540181,0.000013,2.878163,5.000000,
0.709355,0.719240,0.714297,2.654165,0.719240,0.000011,1.633086,6.000000,
0.768591,0.770961,0.769776,2.258411,0.770961,0.000009,2.667050,7.000000,
0.787962,0.785565,0.786763,1.805760,0.785565,0.000007,2.900376,8.000000,
0.787631,0.783446,0.785539,1.450067,0.785565,0.000005,1.238422,9.000000,
0.783576,0.781923,0.782749,1.247895,0.785565,0.000004,1.435515,10.000000,
0.781299,0.781015,0.781157,1.172822,0.785565,0.000002,1.051348,11.000000,
0.781861,0.781980,0.781921,1.147735,0.785565,0.000000,0.813589,12.000000,
